Enc Uniprot Accession	Gene Name	Organism	Phylum	Superkingdom	Taxonomy ID	Family 2 (A or B?)	Double Encapsulin?	Double Enc Operon Position	Enc_Neighbor_Accession	Cargo Type	Cysteine Desulfurase Accessions	Terpene Cyclase Accessions	Polyprenyl Transferase Accession	Xylulose Kinase Accession	Split Sequence?	Genome Neighbors (Genome neighborhood index compared to Encapsulin (Negative values are upstream)| Uniprot Accession | Description| Pfam Family)
A0A2I8EZ92	C2L65_34835	Paraburkholderia terrae.	Proteobacteria	Bacteria	311230	Family 2A				Cysteine Desulfurase	A0A2I8EZ85					"(-10|A0A2I8EZ86|Uncharacterized protein|none),(-9|A0A2I8EZ74|Taurine dioxygenase|PF02668),(-8|A0A2I8EZZ4|ABC transporter substrate-binding protein|PF09084),(-7|A0A2I8EZI5|ABC transporter ATP-binding protein|PF00005),(-6|A0A2I8EYV7|ABC transporter permease|PF00528),(-5|A0A2I8F1B0|Acyl-CoA dehydrogenase|PF02770-PF02771-PF08028),(-4|A0A2I8EYV3|Alkanesulfonate monooxygenase|PF00296),(-3|A0A2I8EYY9|Rhodanese-like domain-containing protein|PF00581),(-2|A0A2I8EYX0|Serine O-acetyltransferase|PF00132),(-1|A0A2I8EZC4|XRE family transcriptional regulator|PF01381),(1|A0A2I8EZ85|Cysteine desulfurase|PF00266),(2|A0A2I8F004|Amino acid permease|PF00324),(3|A0A2I8F2X1|FMN-dependent monooxygenase|PF00296),(4|A0A2I8EZJ3|Monooxygenase|PF02770-PF08028),(5|A0A2I8EYW8|Sugar ABC transporter ATP-binding protein|PF00005),(6|A0A2I8F1B9|ABC transporter permease|PF02653),(7|A0A2I8EYW4|SfnB family sulfur acquisition oxidoreductase|PF02771-PF08028),(8|A0A2I8EYZ9|Sugar ABC transporter substrate-binding protein|PF13407),(10|A0A2I8EYY0|ABC transporter permease|PF00528)"
A0A2I8WEW3	C2U44_17390	Klebsiella oxytoca.	Proteobacteria	Bacteria	571	Family 2A				Cysteine Desulfurase	A0A2I8WF37					"(-10|A0A2I8WF47|Chorismate mutase|PF01817),(-9|A0A2I8WMF6|Amino acid ABC transporter substrate-binding protein|PF00497),(-8|A0A2I8WF16|Amino acid ABC transporter ATP-binding protein|PF00005),(-7|A0A2I8WES8|Amino acid ABC transporter permease|PF00528),(-6|A0A2I8WES5|HAD family hydrolase|none),(-5|A0A2I8WEV9|Serine O-acetyltransferase|PF00132),(-4|A0A2I8WF19|PLP-dependent cysteine synthase family protein|PF00291),(-3|A0A2I8WH30|JAB_MPN domain-containing protein|PF14464),(-2|A0A2I8WET7|MoaD/ThiS family protein|PF02597),(-1|A0A2I8WEU5|Molybdopterin-synthase adenylyltransferase MoeB|PF00581-PF00899),(1|A0A2I8WF37|Cysteine desulfurase|PF00266),(2|A0A2I8WF08|ABC transporter permease|PF00528),(3|A0A2I8WER9|ABC transporter ATP-binding protein|PF00005),(4|A0A2I8WER3|Sulfonate ABC transporter substrate-binding protein|PF13379),(5|A0A2I8WEV0|Malate/lactate/ureidoglycolate dehydrogenase|PF02615),(6|A0A2I8WF13|D-cysteine desulfhydrase|PF00291),(7|A0A2I8WH21|Aspartate/glutamate racemase family protein|PF01177),(8|A0A2I8WES7|Taurine ABC transporter substrate-binding protein|PF09084),(9|A0A2I8WET5|ABC transporter permease|PF00528),(10|A0A2I8WEV2|ABC transporter ATP-binding protein|PF00005)"
A0A2J4ZMC8	CWM85_12130	Klebsiella michiganensis.	Proteobacteria	Bacteria	1134687	Family 2A				Cysteine Desulfurase						"(-10|A0A2J4ZJG2|Chorismate mutase|PF01817),(-9|A0A249WRW7|Amino acid ABC transporter substrate-binding protein|PF00497),(-8|A0A2J4ZJM7|Amino acid ABC transporter ATP-binding protein|PF00005),(-7|A0A249WQN9|Amino acid ABC transporter permease|PF00528),(-6|A0A249WQK3|HAD family hydrolase|none),(-5|A0A3E1C9Y0|None|none),(-4|A0A3E1C8W3|None|none),(-3|A0A2J4ZMK2|Mov34/MPN/PAD-1 family protein|PF14464),(-2|A0A249WQK6|MoaD/ThiS family protein|PF02597),(-1|A0A2J4ZMC2|Molybdenum cofactor biosynthesis protein MoeB|PF00581-PF00899),(1|A0A3E1CB49|None|none),(2|A0A249WQJ3|ABC transporter permease|PF00528),(3|A0A2J4YGU1|ABC transporter ATP-binding protein|PF00005),(4|A0A3E1C9P1|None|none),(5|A0A3E1C9X5|None|none),(6|A0A3E1C8U4|None|none),(7|A0A3E1C9D4|None|none),(8|A0A249WQK7|ABC transporter substrate-binding protein|PF09084),(9|A0A2J4YP53|ABC transporter permease|PF00528),(10|A0A3E1C8W6|None|none)"
A0A2J6MWM0	CY652_02510	Burkholderia sp. WAC0059.	Proteobacteria	Bacteria	2066022	Family 2A				Cysteine Desulfurase	A0A2J6MWC5					"(-10|A0A2J6MWB5|Transglutaminase|PF01841-PF08379),(-9|A0A2J6MW92|Lipid A biosynthesis lauroyl acyltransferase|PF03279),(-7|A0A2J6MWB6|Uncharacterized protein|none),(-6|A0A2J6MW89|Uncharacterized protein|none),(-5|A0A2J6MW82|PAAR domain-containing protein|PF05488),(-4|A0A2J6MW98|Hydrolase_2 domain-containing protein|PF07486),(-3|A0A2J6MWL6|Rhodanese|PF00581),(-2|A0A2J6MW99|Serine O-acetyltransferase|PF00132),(-1|A0A2J6MWA4|XRE family transcriptional regulator|PF01381),(1|A0A2J6MWC5|Cysteine desulfurase|PF00266),(2|A0A2J6MWA2|LLM class flavin-dependent oxidoreductase|PF00296),(3|A0A2J6MWC6|Acyl-CoA dehydrogenase|PF02770-PF08028),(4|A0A2J6MWA0|Taurine dioxygenase|PF02668),(5|A0A2J6MWZ1|Nitrate ABC transporter substrate-binding protein|PF13379),(6|A0A2J6MWX0|Sulfonate ABC transporter ATP-binding protein|PF00005),(7|A0A2J6MW91|ABC transporter permease|PF00528),(8|A0A2J6MWA8|Uncharacterized protein|none),(9|A0A2J6MWM9|Glyoxalase|PF13468),(10|A0A2J6MWB2|Uncharacterized protein|PF03022)"
A0A2J7TDF4	CR492_16455	Methylocella silvestris.	Proteobacteria	Bacteria	199596	Family 2A				Putative Cysteine Desulfurase (Annotated as Segregation Protein B)						"(-10|A0A2J7TDK8|Aquaporin Z|PF00230),(-9|A0A2J7TDI3|Cysteine synthase A|PF00291),(-8|A0A2J7TDI4|SMC-Scp complex subunit ScpB|PF04079),(-7|A0A2J7TDI2|Segregation/condensation protein A|PF02616),(-6|A0A2J7TDJ9|SPOR domain-containing protein|PF05036),(-5|A0A2J7TDI1|Arginine--tRNA ligase|PF00750-PF03485-PF05746),(-4|A0A2J7TDG3|Deoxyguanosinetriphosphate triphosphohydrolase-like protein|PF01966-PF13286),(-3|A0A2J7TDM7|Iron-sulfur cluster assembly accessory protein|PF01521),(-2|A0A2J7TDH1|Uncharacterized protein|none),(-1|A0A2J7TDG2|Uncharacterized protein|none)"
A0A2J7YRY1	SMF913_26255	Streptomyces malaysiensis.	Actinobacteria	Bacteria	92644	Family 2B	Double cNMP-Enc	1	A0A2J7YS01	Xylulose Kinase				A0A2J7YRW7		"(-10|A0A2J7YRX2|Uncharacterized protein|none),(-9|A0A2J7YRZ2|Uncharacterized protein|none),(-8|A0A2J7YRX3|Uncharacterized protein|PF00176-PF00271-PF12419),(-7|A0A2J7YRY5|Uncharacterized protein|none),(-6|A0A2J7YS13|Pectinesterase|PF01095),(-5|A0A2J7YRX5|Xylose isomerase|PF01261),(-4|A0A2J7YRW7|Xylulose kinase|PF00370-PF02782),(-3|A0A2J7YRX7|HTH marR-type domain-containing protein|PF00480-PF12802),(-2|A0A2J7YRX0|N-acetyltransferase domain-containing protein|PF00583),(-1|A0A2J7YSA2|Uncharacterized protein|PF13653),(1|A0A2J7YS01|Protein SrpI|PF00027),(2|A0A291T3E0|Uncharacterized protein|none),(3|A0A2J7YRZ1|Uncharacterized protein|PF00441-PF02771),(4|A0A2J7YS22|Uncharacterized protein|PF00441-PF02770-PF02771),(5|A0A2J7YRY4|PKS_ER domain-containing protein|PF00107-PF08240),(6|A0A2J7YRX8|Glutamate--cysteine ligase EgtA|PF04107),(7|A0A2J7YRY7|Hercynine oxygenase|PF03781-PF12867),(8|A0A291T3C5|Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase|PF13522),(9|A0A2J7YSB1|Histidine N-alpha-methyltransferase|PF10017),(10|A0A2J7YRZ3|Resuscitation-promoting factor Rpf|PF01476-PF01551-PF06737)"
A0A2J7YS01	SMF913_26256	Streptomyces malaysiensis.	Actinobacteria	Bacteria	92644	Family 2B	Double cNMP-Enc	2	A0A2J7YRY1	Xylulose Kinase				A0A2J7YRW7		"(-10|A0A2J7YRZ2|Uncharacterized protein|none),(-9|A0A2J7YRX3|Uncharacterized protein|PF00176-PF00271-PF12419),(-8|A0A2J7YRY5|Uncharacterized protein|none),(-7|A0A2J7YS13|Pectinesterase|PF01095),(-6|A0A2J7YRX5|Xylose isomerase|PF01261),(-5|A0A2J7YRW7|Xylulose kinase|PF00370-PF02782),(-4|A0A2J7YRX7|HTH marR-type domain-containing protein|PF00480-PF12802),(-3|A0A2J7YRX0|N-acetyltransferase domain-containing protein|PF00583),(-2|A0A2J7YSA2|Uncharacterized protein|PF13653),(-1|A0A2J7YRY1|Protein SrpI|PF00027),(1|A0A291T3E0|Uncharacterized protein|none),(2|A0A2J7YRZ1|Uncharacterized protein|PF00441-PF02771),(3|A0A2J7YS22|Uncharacterized protein|PF00441-PF02770-PF02771),(4|A0A2J7YRY4|PKS_ER domain-containing protein|PF00107-PF08240),(5|A0A2J7YRX8|Glutamate--cysteine ligase EgtA|PF04107),(6|A0A2J7YRY7|Hercynine oxygenase|PF03781-PF12867),(7|A0A291T3C5|Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase|PF13522),(8|A0A2J7YSB1|Histidine N-alpha-methyltransferase|PF10017),(9|A0A2J7YRZ3|Resuscitation-promoting factor Rpf|PF01476-PF01551-PF06737),(10|A0A2J7YS08|Amino_oxidase domain-containing protein|PF01593)"
A0A2K1FJC6	CCU68_10480	Pseudomonas gingeri NCPPB 3146 = LMG 5327.	Proteobacteria	Bacteria	707248	Family 2A				Terpene Cyclase		A0A2K1FJD1				"(-7|A0A2K1FJB9|RNA polymerase subunit sigma|PF04542-PF08281),(-6|A0A2K1FJD7|Iron dicitrate transport regulator FecR|PF04773),(-5|A0A2K1FJC3|TonB-dependent receptor|PF00593-PF07715),(-4|A0A2K1FJD8|Aryl-sulfate sulfotransferase|PF13467),(-3|A0A2K1FJE4|Protease|PF01965),(-2|A0A2K1FJC7|EamA/RhaT family transporter|PF00892),(-1|A0A2K1FJD3|SAM-dependent methyltransferase|PF13679),(1|A0A2K1FJD1|Terpene synthase|PF19086),(2|A0A2K1FJC0|Uncharacterized protein|none),(3|A0A2K1FJB0|TPM_phosphatase domain-containing protein|PF04536),(4|A0A2K1FJC1|TPM domain-containing protein|PF04536),(5|A0A2K1FJB4|LemA family protein|PF04011),(6|A0A2K1FJC8|Beta-glucosidase BglX|PF00933-PF01915-PF14310),(7|A0A2K1FJD5|Histidine kinase|PF02518),(8|A0A2K1FJB1|Sigma-54-dependent Fis family transcriptional regulator|PF00072-PF00158-PF02954),(9|A0A2K1FJC2|MFS transporter|PF07690),(10|A0A2K1FJB7|Uncharacterized protein|none)"
A0A2K2RGW3	C1708_11055	Streptomyces sp. DH-12.	Actinobacteria	Bacteria	2072509	Family 2B				Polyprenyl Transferase			A0A2K2RGZ1			"(-10|A0A2K2RGX5|Glucosamine-6-phosphate deaminase|PF01182),(-9|A0A2K2RH02|ATPase|PF02518-PF07568-PF08448-PF12282),(-8|A0A2K2RGY8|Transcriptional regulator WhiB|PF02467),(-7|A0A2K2RH04|Diacylglycerol kinase|PF00781),(-6|A0A2K2RGX8|Uncharacterized protein|none),(-5|A0A2K2RGY2|RNA polymerase subunit sigma-70|PF04539-PF04542-PF04545),(-4|A0A2K2RGZ3|Anti-sigma regulatory factor|none),(-3|A0A2K2RGZ6|Uncharacterized protein|none),(-2|A0A2K2RH00|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-1|A0A2K2RGX0|N-acetylmuramoyl-L-alanine amidase|PF01510),(1|A0A2K2RGZ1|Polyprenyl synthetase|PF00348),(2|A0A2K2RGX7|GNAT family N-acetyltransferase|PF00583),(4|A0A2K2RGZ4|Cytochrome c oxidase subunit 1|PF00115),(6|A0A2K2RGW0|Deaminase|PF01872),(7|A0A2K2RGW4|Lyase|PF00903),(8|A0A2K2RGY4|AraC family transcriptional regulator|PF12833),(9|A0A2K2RGZ0|MBL fold metallo-hydrolase|PF00581-PF00753),(10|A0A2K2RGZ2|Sulfurtransferase|PF00581)"
A0A2K8LWL4	CU254_16055	Amycolatopsis sp. AA4.	Actinobacteria	Bacteria	1896961	Family 2B	Double cNMP-Enc	1	A0A2K8MD35	Terpene Cyclase		A0A2K8LTS7				"(-10|A0A2K8LTR6|MbtH family protein|PF03621),(-9|A0A2K8LTV5|Non-ribosomal peptide synthetase|PF00501-PF00550-PF00668-PF13193),(-8|A0A2K8M1Y0|Carrier domain-containing protein|PF00501-PF00550-PF13193),(-7|A0A2K8LTR9|Uncharacterized protein|none),(-6|A0A2K8M6Y1|Uncharacterized protein|none),(-5|A0A2K8M0E0|TetR/AcrR family transcriptional regulator|PF00440),(-4|A0A2K8LTQ5|Oxidoreductase|PF00248),(-3|A0A2K8LTX5|QacE family quaternary ammonium compound efflux SMR transporter|PF00893),(-2|A0A2K8LXS4|SAM-dependent methyltransferase|PF13649),(-1|A0A2K8LTS7|Terpene synthase|PF19086),(1|A0A2K8MD35|Crp/Fnr family transcriptional regulator|PF00027),(2|A0A2K8LTQ6|Extracellular small neutral protease|PF02031),(3|A0A2K8M6X3|Serine protease|PF00089),(4|A0A2K8LTU6|Serine protease|PF00089-PF02983),(5|A0A2K8M1X0|Transposase|PF00665-PF13276-PF13333),(6|A0A2K8LTQ9|MbtH family protein|PF03621),(7|A0A2K8M0D1|MFS transporter|PF05977),(8|A0A2K8LTN9|Non-ribosomal peptide synthetase|PF00501-PF00550-PF00668-PF13193),(9|A0A2K8LTW2|Non-ribosomal peptide synthetase|PF00501-PF00550-PF00668-PF13193),(10|A0A2K8M6Y6|Serine hydrolase|PF00144)"
A0A2K8MD35	CU254_16050	Amycolatopsis sp. AA4.	Actinobacteria	Bacteria	1896961	Family 2B	Double cNMP-Enc	2	A0A2K8LWL4	Terpene Cyclase		A0A2K8LTS7				"(-10|A0A2K8LTV5|Non-ribosomal peptide synthetase|PF00501-PF00550-PF00668-PF13193),(-9|A0A2K8M1Y0|Carrier domain-containing protein|PF00501-PF00550-PF13193),(-8|A0A2K8LTR9|Uncharacterized protein|none),(-7|A0A2K8M6Y1|Uncharacterized protein|none),(-6|A0A2K8M0E0|TetR/AcrR family transcriptional regulator|PF00440),(-5|A0A2K8LTQ5|Oxidoreductase|PF00248),(-4|A0A2K8LTX5|QacE family quaternary ammonium compound efflux SMR transporter|PF00893),(-3|A0A2K8LXS4|SAM-dependent methyltransferase|PF13649),(-2|A0A2K8LTS7|Terpene synthase|PF19086),(-1|A0A2K8LWL4|Cyclic nucleotide-binding domain-containing protein|PF00027),(1|A0A2K8LTQ6|Extracellular small neutral protease|PF02031),(2|A0A2K8M6X3|Serine protease|PF00089),(3|A0A2K8LTU6|Serine protease|PF00089-PF02983),(4|A0A2K8M1X0|Transposase|PF00665-PF13276-PF13333),(5|A0A2K8LTQ9|MbtH family protein|PF03621),(6|A0A2K8M0D1|MFS transporter|PF05977),(7|A0A2K8LTN9|Non-ribosomal peptide synthetase|PF00501-PF00550-PF00668-PF13193),(8|A0A2K8LTW2|Non-ribosomal peptide synthetase|PF00501-PF00550-PF00668-PF13193),(9|A0A2K8M6Y6|Serine hydrolase|PF00144),(10|A0A2K8MAN8|MFS transporter|PF05977)"
A0A2K8P812	SLAV_04750	Streptomyces lavendulae subsp. lavendulae.	Actinobacteria	Bacteria	58340	Family 2B				Terpene Cyclase		A0A2K8PB43				"(-10|A0A2K8P822|HTH-type transcriptional regulatory protein GabR|PF00155-PF00392),(-9|A0A2K8PB52|Deazaflavin-dependent nitroreductase|PF01814-PF04075),(-8|A0A2K8P7Z5|GRAM_POS_ANCHORING domain-containing protein|none),(-7|A0A2K8PAV3|RNA polymerase sigma-E factor|PF04542-PF08281),(-6|A0A2K8P7Z2|Uncharacterized protein|none),(-5|A0A2K8P7Y7|Uncharacterized protein|none),(-4|A0A2K8P9T4|HTH-type transcriptional regulator MhqR|PF12802),(-3|A0A2K8P7Z7|Inner membrane transport protein YdhP|PF07690),(-2|A0A2K8P8R2|Uncharacterized protein|PF03928),(-1|A0A2K8P7Y8|Beta-N-acetylhexosaminidase|PF00728-PF02838),(1|A0A2K8PB43|Terpene synthase|PF19086),(2|A0A2K8P7Y3|Geranyl diphosphate 2-C-methyltransferase|PF08241),(3|A0A2K8PAU2|Extracellular ribonuclease|PF04231),(4|A0A2K8P7Y2|Cysteine protease YraA|PF01965),(5|A0A2K8P7X8|HTH marR-type domain-containing protein|PF13463),(6|A0A2K8P9S3|MarR family protein|PF12802),(7|A0A2K8P7Y6|ABC transporter glutamine-binding protein GlnH|PF00497),(8|A0A2K8P8Q4|Uncharacterized protein|none),(9|A0A2K8P7X9|Uncharacterized protein|PF13516),(10|A0A2K8P803|Ankyrin repeats (3 copies)|none)"
A0A2K8PCQ6	SLAV_13345	Streptomyces lavendulae subsp. lavendulae.	Actinobacteria	Bacteria	58340	Family 2B				Polyprenyl Transferase			A0A2K8PCR7			"(-10|A0A2K8PCR8|Uncharacterized protein|none),(-9|A0A2K8PCS8|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-8|A0A2K8PFY8|Serine-protein kinase RsbW|none),(-7|A0A2K8PCR6|Zn-finger in ubiquitin-hydrolases and other protein|PF02148),(-6|A0A2K8PFL0|Na(+)/H(+) antiporter ApNhaP|PF00999),(-5|A0A2K8PCR0|D-cysteine desulfhydrase|PF00291),(-4|A0A2K8PCS1|Acetyltransferase (GNAT) family protein|PF00583),(-3|A0A2K8PEI4|N-acetylmuramoyl-L-alanine amidase|PF01510),(-2|A0A2K8PCU0|Flavohemoglobin|PF00042-PF00175-PF00970),(-1|A0A2K8PDH0|HTH-type transcriptional repressor NsrR|PF02082),(1|A0A2K8PCR7|(2E,6E)-farnesyl diphosphate synthase|PF00348),(2|A0A2K8PFX9|Acetyltransferase (GNAT) family protein|PF00583),(3|A0A2K8PCQ7|RibD_C domain-containing protein|PF01872),(4|A0A2K8PFJ9|Extracellular small neutral protease|PF02031),(5|A0A2K8PCP6|HTH-type transcriptional regulator BenM|PF00126-PF03466),(6|A0A2K8PCR2|DUF4097 domain-containing protein|PF13349),(7|A0A2K8PEH4|Transcriptional regulator YqjI|PF03551),(8|A0A2K8PCS9|ATP-dependent Clp protease ATP-binding subunit ClpC1|PF02861),(9|A0A2K8PDG1|Sigma-70, region 4|PF13384),(10|A0A2K8PCP4|Alcohol dehydrogenase|PF00107)"
A0A2K8QX32	CFP59_01236	Streptomyces sp. M56.	Actinobacteria	Bacteria	1495638	Family 2B	Double cNMP-Enc	2	A0A2K8QY08	Xylulose Kinase				A0A2K8QX24		"(-10|A0A2K8QX22|Uncharacterized protein|none),(-9|A0A2K8QX23|ATP-dependent helicase HepA|PF00176-PF00271-PF12419),(-8|A0A2K8QXZ6|Uncharacterized protein|none),(-7|A0A2K8QX29|Pectinesterase A|PF01095),(-6|A0A2K8QYZ9|Xylose isomerase|PF01261),(-5|A0A2K8QX24|Xylulose kinase|PF00370-PF02782),(-4|A0A2K8QX89|N-acetylglucosamine repressor|PF00480-PF12802),(-3|A0A2K8QX41|Putative acetyltransferase|PF00583),(-2|A0A2K8QX27|Uncharacterized protein|PF13653),(-1|A0A2K8QY08|Major membrane protein I|PF00027),(1|A0A2K8QX33|Uncharacterized protein|none),(2|A0A2K8QY03|Acyl-CoA dehydrogenase|PF00441-PF02771),(3|A0A2K8QX43|Acyl-CoA dehydrogenase|PF00441-PF02770-PF02771),(4|A0A2K8QZ09|Quinone oxidoreductase 1|PF00107-PF08240),(5|A0A2K8QX35|Glutamate--cysteine ligase EgtA|PF04107),(6|A0A2K8QX97|Hercynine oxygenase|PF03781-PF12867),(7|A0A2K8QX47|Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase|PF13522),(8|A0A2K8QX38|Histidine N-alpha-methyltransferase|PF10017),(9|A0A2K8QY18|Resuscitation-promoting factor Rpf|PF01476-PF01551-PF06737),(10|A0A2K8QX39|Phytoene desaturase (Neurosporene-forming)|PF01593)"
A0A2K8QY08	CFP59_01235	Streptomyces sp. M56.	Actinobacteria	Bacteria	1495638	Family 2B	Double cNMP-Enc	1	A0A2K8QX32	Xylulose Kinase				A0A2K8QX24		"(-10|A0A2K8QXZ9|Uncharacterized protein|none),(-9|A0A2K8QX22|Uncharacterized protein|none),(-8|A0A2K8QX23|ATP-dependent helicase HepA|PF00176-PF00271-PF12419),(-7|A0A2K8QXZ6|Uncharacterized protein|none),(-6|A0A2K8QX29|Pectinesterase A|PF01095),(-5|A0A2K8QYZ9|Xylose isomerase|PF01261),(-4|A0A2K8QX24|Xylulose kinase|PF00370-PF02782),(-3|A0A2K8QX89|N-acetylglucosamine repressor|PF00480-PF12802),(-2|A0A2K8QX41|Putative acetyltransferase|PF00583),(-1|A0A2K8QX27|Uncharacterized protein|PF13653),(1|A0A2K8QX32|Major membrane protein I|PF00027),(2|A0A2K8QX33|Uncharacterized protein|none),(3|A0A2K8QY03|Acyl-CoA dehydrogenase|PF00441-PF02771),(4|A0A2K8QX43|Acyl-CoA dehydrogenase|PF00441-PF02770-PF02771),(5|A0A2K8QZ09|Quinone oxidoreductase 1|PF00107-PF08240),(6|A0A2K8QX35|Glutamate--cysteine ligase EgtA|PF04107),(7|A0A2K8QX97|Hercynine oxygenase|PF03781-PF12867),(8|A0A2K8QX47|Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase|PF13522),(9|A0A2K8QX38|Histidine N-alpha-methyltransferase|PF10017),(10|A0A2K8QY18|Resuscitation-promoting factor Rpf|PF01476-PF01551-PF06737)"
A0A2K9EVC5	CXR04_20660	Streptomyces sp. CMB-StM0423.	Actinobacteria	Bacteria	2059884	Family 2B				Minor						"(-10|A0A2K9FF31|DUF2277 domain-containing protein|PF10041),(-9|A0A2K9EVC2|Uncharacterized protein|none),(-8|A0A2K9FBX5|Oxidored_molyb domain-containing protein|PF00174),(-7|A0A2K9F513|Uncharacterized protein|none),(-3|A0A2K9FLM9|DNA-binding response regulator|PF00072-PF00486),(-2|A0A2K9F7D8|Two-component sensor histidine kinase|PF00512-PF02518),(-1|A0A2K9EZP1|NAD-dependent dehydratase|PF01370),(1|A0A2K9EX14|Probable phosphoketolase|PF03894-PF09363-PF09364),(2|A0A2K9F358|Uncharacterized protein|none),(3|A0A2K9EVE1|DUF397 domain-containing protein|PF04149),(5|A0A2K9FIK0|ATP-binding protein|PF13581),(6|A0A2K9FF40|Transcriptional regulator|PF13560-PF19054),(7|A0A2K9EVC8|Aldehyde dehydrogenase|PF00171),(8|A0A2K9FBY3|CBS domain-containing protein|PF00571),(9|A0A2K9F517|Transcriptional regulator|PF03551),(10|A0A2K9F7E7|Daunorubicin/doxorubicin resistance ABC transporter ATP-binding protein DrrA|PF00005)"
A0A2L0MWQ1	C2142_02710	Streptomyces sp. CB01881.	Actinobacteria	Bacteria	2078691	Family 2B				Minor						"(-10|A0A2L0MWQ2|Uncharacterized protein|none),(-9|A0A2L0MXG1|Uncharacterized protein|none),(-8|A0A2L0MXW7|Universal stress protein UspA|PF00582),(-7|A0A2L0NE78|Chaplin|PF03777),(-6|A0A2L0MXS6|Uncharacterized protein|none),(-5|A0A2L0MWK7|GntR family transcriptional regulator|PF00155-PF00392),(-4|A0A2L0MWM4|Uncharacterized protein|none),(-3|A0A2L0MWJ5|Uncharacterized protein|none),(-2|A0A2L0NDH9|Uncharacterized protein|PF09234),(-1|A0A2L0MWQ7|Uncharacterized protein|none),(2|A0A2L0MWN6|Uncharacterized protein|PF14023),(3|A0A2L0NDD4|Putative membrane protein insertion efficiency factor|PF01809),(4|A0A2L0MWP4|Chitinase|PF00041-PF00704-PF02018),(5|A0A2L0NDA4|Class I SAM-dependent methyltransferase|PF13649),(7|A0A2L0MXF3|Tellurium resistance protein terZ|PF02342),(9|A0A2L0NDN0|Coenzyme PQQ synthesis protein B|PF12706),(10|A0A2L0MXV8|PqqA peptide cyclase|PF04055-PF05402-PF13186-PF13353)"
A0A2L0N5H6	C2142_21780	Streptomyces sp. CB01881.	Actinobacteria	Bacteria	2078691	Family 2B				Polyprenyl Transferase			A0A2L0N5E9			"(-10|A0A2L0N5D9|23S rRNA (Guanosine(2251)-2'-O)-methyltransferase RlmB|PF00588-PF08032),(-9|A0A2L0N5F3|Uncharacterized protein|PF07681),(-8|A0A2L0N698|Guanyltransferase|PF00483),(-7|A0A2L0N6J6|Uncharacterized protein|none),(-6|A0A2L0N652|Sugar ABC transporter ATP-binding protein|PF00005-PF17912),(-4|A0A2L0N5G9|MFS transporter|PF05977),(-3|A0A2L0N5E8|Uncharacterized protein|none),(-2|A0A2L0N5E4|Methylated-DNA--[protein]-cysteine S-methyltransferase|PF01035),(-1|A0A2L0N5L6|ATP-grasp domain protein|PF15632),(1|A0A2L0N5E9|Polyprenyl synthetase|PF00348),(2|A0A2L0N5G1|NAD-dependent epimerase|PF01370),(3|A0A2L0N6B5|Uncharacterized protein|PF06742-PF06863),(4|A0A2L0N6K5|Uncharacterized protein|PF06742-PF06863),(5|A0A2L0N662|Uncharacterized protein|PF11139),(6|A0A2L0N5I0|BACON domain-containing protein|PF19190),(7|A0A2L0N5F8|DNA repair protein RadA|PF13481-PF13541-PF18073),(8|A0A2L0NFE2|DNA integrity scanning protein DisA|PF02457-PF10635-PF12826),(9|A0A2L0N5F7|Peptidase_S8 domain-containing protein|PF00082),(10|A0A2L0N5M6|Uncharacterized protein|none)"
A0A2L2MJ64	C4B68_13265	Streptomyces dengpaensis.	Actinobacteria	Bacteria	2049881	Family 2B				Polyprenyl Transferase			A0A2L2MJ12			"(-10|A0A2L2MJ28|Diacylglycerol kinase|PF00781),(-8|A0A2L2MJ22|Uncharacterized protein|none),(-7|A0A2L2MJ37|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-6|A0A2L2MX51|Anti-sigma regulatory factor|none),(-5|A0A2L2MJ29|UBP-type domain-containing protein|PF02148),(-4|A0A2L2MJ66|Na+/H+ antiporter|PF00999),(-3|A0A2L2MJ24|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-2|A0A2L2MJ20|N-acetylmuramoyl-L-alanine amidase|PF01510),(-1|A0A2L2MJ83|Uncharacterized protein|none),(1|A0A2L2MJ12|Polyprenyl synthetase|PF00348),(2|A0A2L2MJ18|N-acetyltransferase|PF00583),(5|A0A2L2MJ14|Uncharacterized protein|none),(6|A0A2L2MJ27|YCII domain-containing protein|PF03795),(7|A0A2L2MJ19|RNA polymerase subunit sigma-24|PF04542-PF08281),(8|A0A2L2MJ56|DUF952 domain-containing protein|PF06108),(9|A0A2L2MJ16|Uncharacterized protein|PF18029)"
